datetime,headline,source,summary,url
2025-04-15 02:54:35,Bitcoin held by publicly listed firms climbs 16% in Q1: Bitwise,Cointelegraph,"The amount of Bitcoin held on the books of publicly traded companies rose by 16.1% in the first quarter of 2025, according to crypto fund issuer Bitwise.Total company Bitcoin (BTC) holdings rose to around 688,000 BTC by the end of Q1, with firms adding 95,431 BTC over the quarter, Bitwise reported in an April 14 X post.The value of the combined Bitcoin stacks rose around 2.2%, reaching a total combined value of $56.7 billion with a price per BTC of $82,445, the firm added.Source: BitwiseBitwise noted that the number of public companies holding Bitcoin rose to 79, with 12 firms buying the cryptocurrency for the first time in Q1.The largest first-time Bitcoin buyer was the Hong Kong construction firm Ming Shing, whose subsidiary Lead Benefit bought a total of 833 BTC over the quarter, with an initial 500 BTC buy in January and a follow-up 333 BTC buy in February.The next largest maiden Bitcoin holder was the far-right favored YouTube alternative Rumble, which bought 188 BTC in mid-March.One notable debut Bitcoin buyer was the Hong Kong investment firm HK Asia Holdings Limited, which only purchased a single Bitcoin in February, but the announcement caused its share price to nearly double in value in a single trading day.Metaplanet buys the dip with 319 Bitcoin scoopMeanwhile, Japanese investment firm Metaplanet said in an April 14 note that it purchased another 319 Bitcoin for an average price of 11.8 million yen ($82,770) per coin, bringing its total holdings to 4,525 Bitcoin, currently worth $383.2 million.However, the company has spent a total of 58.145 billion yen, nearly $406 million, buying up its current Bitcoin stack.Metaplanet (3350) was down 0.5% by the April 15 lunch break on the Tokyo Stock Exchange after closing trading on April 14 up 3.71%, according to Google Finance.Metaplanet opened the April 15 trading day flat after disclosing a Bitcoin buy the day before. Source: Google FinanceThe Tokyo-based firm’s latest Bitcoin buy puts it firmly in tenth place among the world’s largest public companies holding Bitcoin, trailing behind Jack Dorsey’s Block, Inc., which holds 8,485 BTC, according to Coinkite data.Bitcoin is trading around $84,440 and has traded flat over the past 24 hours, according to CoinGecko. It’s up around 2.3% since the end of Q1 on March 31, having clawed back from a low of under $75,000 on April 7 after a wider market drop due to a round of fresh global tariffs imposed by the US.Asia Express: Bitcoiner sex trap extortion? BTS firm’s blockchain disaster",https://cointelegraph.com/news/bitcoin-holdings-public-firms-up-16-percent-q1-2025?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2025-04-15 00:58:22,Tether partners with OCEAN mining pool to decentralize Bitcoin block-building,Cointelegraph,"Stablecoin issuer Tether has announced it intends to deploy its existing and future Bitcoin hashrate to OCEAN’s Bitcoin mining pool in an effort to strengthen the network’s decentralization.“Deploying hashrate to OCEAN aligns with both our mining investments and our broader mission to fortify Bitcoin against centralizing forces,” Tether’s CEO Paolo Ardoino said in an April 15 statement.Source: OCEAN MiningWhile Bitcoin hashrate is decentralized, the block-building process conducted by mining pools is mostly centralized by a few dominant actors — most notably Foundry USA, AntPool and ViaBTC.The OCEAN protocol attempts to decentralize this process by empowering miners to build their own block templates using their open-source DATUM protocol, reducing dependency on centralized intermediaries and enhancing censorship resistance, Tether said.Tether’s deployment would leverage OCEAN’s DATUM software across all of its mining operations worldwide, including in rural areas in Africa. “By enabling on-site generation of unique block templates and aggregating thousands of rig connections with low-latency performance, DATUM ensures global competitiveness while promoting geographic and operational diversity,” Tether said.Related: Inside the Trump-backed Bitcoin mining mega-deal with Hut 8Tether currently deploys Bitcoin hashrate at sites in Uruguay, Paraguay and El Salvador, where the $144 billion stablecoin issuer is also headquartered.Those initiatives emerged around the time Tether announced it would invest $500 million into Bitcoin mining in late 2023.OCEAN was created by Bitcoin core developer Luke Dashjr in 2023 and has been backed by the likes of Block CEO Jack Dorsey. OCEAN also relocated its headquarters to El Salvador in May 2024.Dashjr sparked controversy in December 2023 when he slammed Bitcoin Ordinals users for clogging the network with “spam.” However, he refuted claims that OCEAN censored the non-fungible token-like transactions.OCEAN still has a lot of market share to captureThe OCEAN protocol currently mines between 0.2% to 1% of Bitcoin blocks, according to mempool.space data.It has mined nine blocks over the last week, including two in a row at 892342 and 892343 on April 14.However, OCEAN’s output remains a fraction of that seen by Foundry USA, AntPool and ViaBTC, which have mined 331, 199 and 161 Bitcoin blocks, respectively, over the same timeframe — accounting for over 66% of all blocks.The Tether partnership would likely provide a much-needed boost to OCEAN’s hashrate, which has amounted to 18.3 exahashes per second (EH/s) over the last 24 hours.OCEAN protocol’s Bitcoin mining statistics. Source: mempool.spaceBy comparison, Foundry USA’s hashrate over the same timeframe has exceeded 298 EH/s, leveraging hashrate from the likes of Bitcoin mining firms Hut 8, Bitdeer and Bitfarms.Magazine: Financial nihilism in crypto is over — It’s time to dream big again",https://cointelegraph.com/news/tether-partners-ocean-mining-pool-make-bitcoin-more-decentralized?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2025-04-14 22:12:44,"Bitcoin takes back seat as Trump, Bukele focus on trade and immigration",Cointelegraph,"US President Donald Trump hosted El Salvador’s President Nayib Bukele at the White House on April 14, with talks centered on trade and immigration, excluding Bitcoin from the public agenda.Pressing issues of migration and bilateral security cooperation set the tone of Bukele's first official meeting at the White House during Trump's second term. According to a livestream shared by Bukele’s office on X, Trump raised the possibility of transferring US citizens convicted of crimes to prisons in El Salvador, urging Bukele to expand the country’s prison system to house more prisoners. “I said homegrowns are next, the homegrowns. You gotta build about five more places.” Source: Nayib BukeleSince taking office, the Trump administration has deported hundreds of alleged foreign criminal individuals to El Salvador under a $6 million deal between the countries.Trump also addressed the ongoing trade war unleashed by his administration on April 2, suggesting a potential temporary exemption for automakers aimed at easing the transition of their supply chains.“I’m looking at something to help some of the car companies with it,” Trump told reporters present at the meeting, adding that the US auto industry “need[s] a little bit of time” to relocate production to the country. The meeting did not touch on digital assets and Bitcoin (BTC) policy — a flagship initiative of both presidents’ administrations. El Salvador adopted Bitcoin as legal tender in 2021, pioneering the Bitcoin strategic reserve approach later followed by Trump. The US president positioned himself as a pro-crypto candidate during the 2024 election. On March 6, Trump signed an executive order to create a Bitcoin strategic reserve and digital asset stockpile in the United States. The US holds nearly 198,000 BTC, valued at over $17 billion as of March. The reserve is primarily formed of Bitcoin seized in criminal and civil cases, including significant amounts from the Silk Road and Bitfinex hack cases.Related: How much Bitcoin does the US hold, and where did it come from?El Salvador's BTC plans face IMF oppositionEl Salvador signed off in December a $1.4 billion loan agreement with the International Monetary Fund (IMF), which included commitments to unwind Bitcoin-related initiatives and reduce public sector involvement with digital assets.While the Salvadoran Congress amended its Bitcoin laws in January to comply with the deal, the government has continued its daily purchases of BTC. The country’s National Bitcoin Office’s tracker shows it currently holds 6,147.18 BTC, worth about $520.7 million at this writing. Related: Tether will relocate HQ to El Salvador after securing license",https://cointelegraph.com/news/bitcoin-takes-back-seat-trump-bukele-trade-immigration?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2025-04-14 20:57:23,South Korea blocks 14 crypto exchanges on Apple Store — Report,Cointelegraph,"South Korea is expanding a ban on digital asset firms’ applications servicing its citizens. On April 11, the country’s Financial Services Commission (FSC) announced that 14 crypto exchanges were blocked on the Apple store. Among the affected exchanges are KuCoin and MEXC.The report, which was made public on April 14, says the banned exchanges were allegedly operating as unregistered overseas virtual asset operators. The report also states that the Financial Information Analysis Institution (FIU) will continue to promote the blocking of the apps and internet sites of such operators to prevent money laundering and user damage.The request to block applications on the Apple Store comes after Google Play blocked access to several unregistered exchanges on March 26. KuCoin and MEXC were also targeted during the blocking of the Google Play apps. The FSC published a list of 22 unregistered platforms operating in the country, with 17 of them already blocked on Google's marketplace. The 17 crypto exchanges blocked on Google Play. Source: FSCAccording to the FSC report, users will not be able to download the apps on the Apple Store, while existing users will not be able to update the apps. The FSC notes that “unreported business activities are criminal punishment matters” with penalties of up to five years in prison and a fine of up to 50 million won ($35,200).FIU considers sanctions against unregistered VASPsOn March 21, South Korean publication Hankyung reported that the FIU and the FSC were considering sanctions against crypto exchanges operating in the country without registration with local regulators. The sanctions included blocking access to the companies’ apps.In South Korea, operators of crypto sales, brokerage, management, and storage must report to the FIU. Failure to comply with registration and reports is subject to penalties and sanctions.Related: South Korea reports first crypto ‘pump and dump’ case under new lawThe latest sanctions come as crypto is reaching a “saturation point” in South Korea. As of March 31, crypto exchange users in the country passed 16 million — equivalent to over 30% of the population. Industry officials predict that the number could surpass 20 million by the end of 2025.Over 20% of South Korean public officials hold cryptocurrencies, with the total amount reaching $9.8 million on March 27. The assets varied and included Bitcoin (BTC), Ether (ETH), XRP (XRP), and Dogecoin (DOGE).Magazine: Asia Express: Low users, sex predators kill Korean metaverses, 3AC sues Terra",https://cointelegraph.com/news/south-korea-blocked-14-crypto-exchange-apple-apps-report?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2025-04-14 20:30:16,Bitcoin Hovers at $85K as Fed’s Waller Suggests 'Bad News' Rate Cuts if Tariffs Resume,CoinDesk,Bitcoin (BTC) price on April 14 (CoinDesk),https://www.coindesk.com/markets/2025/04/14/bitcoin-hovers-at-usd85k-as-fed-s-waller-suggests-bad-news-rate-cuts-if-tariffs-resume
2025-04-14 20:15:00,Bitcoin bucks downtrend with rally to $85.8K — Are BTC bulls really back?,Cointelegraph,"Bitcoin (BTC) reclaimed the $84,500 level on April 14, and the recovery appears partially fueled by the announcement of partial import tariff relief by US President Donald Trump. However, traders’ optimism faded on April 13 when it became apparent that the relaxation was temporary and that tariffs on the electronics supply chain could be revisited.Uncertainty surrounding the ongoing trade tensions between the US and China impacted Bitcoin markets, causing traders to lose some of their regained confidence. This explains why Bitcoin’s price failed to break above $86,000 and why BTC derivatives showed limited short-term potential, potentially setting the tone for the next few days.Bitcoin 2-month futures annualized premium. Source: Laevitas.chThe premium on Bitcoin monthly futures contracts peaked at 6.5% on April 11 but has since dropped to 5%, which is near a neutral to bearish threshold. Sellers typically require a 5% to 10% annualized premium for longer settlement periods, so anything below this range indicates reduced interest from leveraged buyers.Bitcoin sentiment dims as stock market ties dent bullish momentumTraders’ brief excitement can be linked to President Trump’s April 13 announcement that tariffs on imported semiconductors would be reviewed during the week. This suggests that exemptions for smartphones and computers are not final, according to Yahoo Finance. Trump reportedly said: “We want to make our chips and semiconductors and other things in our country.”Bitcoin traders experienced emotional swings during this period of fluctuating expectations. The performance of broader markets, particularly large technology companies reliant on global trade, appears to have influenced Bitcoin sentiment. The strong intraday correlation between Bitcoin and stock markets has dampened bullish enthusiasm, leaving open questions about whether this effect is limited to BTC futures.S&P 500 futures (left) vs. Bitcoin/USD (right). Source: TradingView / CointelegraphTo determine whether Bitcoin traders’ sentiment is merely mirroring trends in the S&P 500, it is helpful to examine the BTC options markets. If professional traders anticipate a significant price drop, the 25% delta skew indicator will rise above 6%, as put (sell) options become more expensive than call (buy) options.Bitcoin 30-day options 25% delta skew (put-call) at Deribit. Source: Laevitas.chOn April 13, the Bitcoin options delta skew briefly dipped below 0%, signaling mild optimism. However, this momentum did not hold on April 14, reinforcing data from Bitcoin futures that show no significant bullish sentiment despite prices recovering from the $74,440 lows.Weak spot Bitcoin ETF inflows also behind traders’ limited optimismAnother way to gauge market sentiment is by analyzing stablecoin demand in China. Strong retail interest in cryptocurrencies usually pushes stablecoins to trade at a premium of 2% or more above the official US dollar rate. In contrast, a premium below 0.5% often indicates fear as traders move away from crypto markets.Related: Crypto markets ‘relatively orderly’ despite Trump tariff chaos: NYDIGUSDT Tether (USDT/CNY) vs. US dollar/CNY. Source: OKXBetween April 6 and April 11, Tether (USDT) in China traded at a 1.2% premium, reflecting moderate enthusiasm. However, this trend reversed, with the premium now at just 0.5%, suggesting that the earlier excitement has dissipated. Hence, traders remain cautious and show little confidence in Bitcoin surpassing $90,000 in the near term.The announcement of Strategy’s $286 million Bitcoin acquisition at $82,618 failed to boost sentiment, as investors suspect that the recent temporary decoupling from stock market trends was largely driven by this purchase. Similarly, Bitcoin spot exchange-traded funds (ETFs) saw $277 million in outflows between April 9 and April 11, further weakening any potential improvement in trader confidence.This article is for general information purposes and is not intended to be and should not be taken as legal or investment advice. The views, thoughts, and opinions expressed here are the author’s alone and do not necessarily reflect or represent the views and opinions of Cointelegraph.",https://cointelegraph.com/news/bitcoin-bucks-downtrend-with-rally-to-85-8-k-are-btc-bulls-really-back?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2025-04-14 19:23:03,Bitcoin surge to $137K by Q3 possible if US Treasury continues liquidity injections — Analysts,Cointelegraph,"The US Treasury has injected $500 billion into financial markets since February by drawing liquidity from its Treasury General Account (TGA), funding government operations after a $36 trillion debt ceiling was hit on Jan. 2, 2025.Macroeconomic financial analyst Tomas said that this liquidity surge boosted the net Federal Reserve liquidity to $6.3 trillion, and it may support Bitcoin’s (BTC) price in the future, even though risk assets have reflected minimal growth so far. US Treasury General Account’s expected liquidity flow. Source: X.comThe TGA represents the government’s checking account at the Federal Reserve, holding capital for daily operations like paying bills or collecting taxes. A decrease in TGA capital means the balance has been deployed into the broader economy, boosting available cash in the markets. Tomas explained that The TGA drawdown commenced on Feb. 12, following the exhaustion of ""extraordinary measures"" after the debt ceiling was reached. The TGA balance has dropped from $842 to roughly $342 billion, releasing liquidity into the system, and the targeted liquidity is expected to rise up to $600 billion by the end of April. The analyst added that the current tax season will temporarily drain liquidity, but the drawdown is expected to resume in May. If debt ceiling talks extend to August, net liquidity could hit a multi-year high of $6.6 trillion, which could cause a bullish tailwind for Bitcoin. Bitcoin’s correlation with global liquidity. Source: Lynalden.comAccording to a study by financial analyst Lyn Alden, Bitcoin has historically moved 83% of the time in line with global liquidity in a given 12-month period. The research termed “Bitcoin a Global Liquidity Barometer” compared Bitcoin to other major asset classes such as SPX, gold and VT, and BTC topped the correlation index with respect to global liquidity. Past TGA drawdowns in 2022 and 2023 have fueled speculative assets like Bitcoin. Thus, a $600 billion boost, plus billions more added over Q2-Q3, could lift BTC’s value if market conditions remain stable. Related: Bitcoin traders target $90K as apparent tariff exemptions ease US Treasury yieldsBitcoin eyes $137,000 by Q2-Q3, says analystAnonymous crypto trader Titan of Crypto shared a bullish outlook for Bitcoin, predicting that BTC could surge to a new all-time high of $137,000 by July-August 2025. In a recent X post, the analyst pointed out a bullish pennant pattern on the daily chart, with the price potentially heading toward a positive breakout. Bitcoin bullish pennant by Titan of Crypto. Source: X.comHowever, before pushing chips into a long conviction play, BTC must break and retain a position above its 200-day exponential moving average (EMA). As illustrated in the chart, Bitcoin faces resistance from all three key EMAs, namely, the 50-day, 100-day and 200-day indicators. A collective reclaim above each moving average on a higher time frame chart could further strengthen the bullish case, allowing the crypto to retest its six-figure targets. Bitcoin 1-day chart analysis. Source: Cointelegraph/TradingViewRelated: Bybit integrates Avalon through CeFi to DeFi bridge for Bitcoin yieldThis article does not contain investment advice or recommendations. Every investment and trading move involves risk, and readers should conduct their own research when making a decision.",https://cointelegraph.com/news/bitcoin-surge-to-137-k-by-q3-possible-if-us-treasury-continues-liquidity-injections-analysts?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2025-04-14 17:56:26,"KuCoin, MEXC and 12 Crypto Exchanges' Apple Apps Blocked in South Korea",CoinDesk,( Daniel Bernard,https://www.coindesk.com/policy/2025/04/14/kucoin-mexc-and-12-crypto-exchanges-apple-apps-blocked-in-south-korea
2025-04-14 17:48:28,"Market, Data Suggests Favorable Outlook for Bitcoin — CoinDesk Indices",CoinDesk,null,https://www.coindesk.com/opinion/2025/04/14/market-data-suggests-favorable-outlook-for-bitcoin
2025-04-14 16:56:08,Bitcoin traders target $90K as apparent tariff exemptions ease US Treasury yields,Cointelegraph,"The 2-year and 10-year US Treasury yields dipped on Monday, April 14, after Bitcoin (BTC) closed its best weekly performance since the second week of January. Bitcoin gained 6.79% over the past week, but are enough factors aligned to support continued price upside? The 10-year treasury yield declined by 8.2 basis points to 4.40% during the New York trading session, while the 2-year treasury saw an 8 basis point slip to 3.88%. The drop in yields occurred on the back of possible tariff exemptions on smartphones, computers, and semiconductors, which were introduced to give US companies time to move production domestically. However, US President Donald Trump emphasized these exemptions were temporary in nature.US 10-year treasury bond yields chart. Source: Cointelegraph/TradingViewThe tariff exemptions announced on April 12 came at the end of a bullish week for Bitcoin. After forming new yearly lows at $74,500, BTC price jumped 15% to $86,100 between April 9-13. Easing US treasury yields could be a double-edged sword for Bitcoin. Lower yields reduce the appeal for fixed-income assets, improving capital injection into risk-on assets like BTC. Still, the uncertainty of “temporary exemptions” and the ongoing trade war with China keeps Bitcoin susceptible to further price volatility. As an “inflation hedge,” Bitcoin continues to draw mixed opinions, but recent uncertainty over trade policies increases inflation fears, improving BTC’s store of value narrative. Yet, recent US inflation data suggested a cooling trend, as the Consumer Price Index (CPI) for March 2025 indicated a year-over-year inflation rate of 2.4%, down from 2.8% in February, marking the lowest since February 2023, which could be indirectly bearish for Bitcoin in the short term.Related: Trade war vs record M2 money supply: 5 things to know in Bitcoin this weekBitcoin price hurdles present at $88K to $90KTrading resource Material Indicators noted that Bitcoin retained a bullish position above its 50-weekly moving average and quarterly open at $82,500. A strong weekly close implied a higher possibility that Bitcoin is less likely to re-visit its previous weekly lows anytime soon. The analysis added, “Bitcoin bulls now face strong technical and liquidity-based resistance between the trend line and the 200-day MA. Expecting “Spoofy” to move asks at $88k and $92k before they get filled.”Likewise, Alphractal founder Joao Wedson suggested that Bitcoin may be nearing a bullish reversal, as the Perpetual-Spot Gap on Binance—a key indicator tracking the price difference between Bitcoin’s perpetual futures and spot markets, has been narrowing since late 2024.Bitcoin Perpetual-spot price gap chart. Source: X.comIn a recent X post, Wedson highlighted that this shrinking gap, currently negative, signals fading bearish sentiment, with historical trends from 2020–2021 and 2024 showing that a positive gap often leads to a Bitcoin rally. Wedson noted that a flip to a positive gap could indicate returning buyer momentum. However, he cautioned that such negative gaps persisted during the 2022–2023 bear market.Related: Michael Saylor’s Strategy buys $285M Bitcoin amid market uncertaintyThis article does not contain investment advice or recommendations. Every investment and trading move involves risk, and readers should conduct their own research when making a decision.",https://cointelegraph.com/news/bitcoin-traders-target-90-k-as-apparent-tariff-exemptions-ease-us-treasury-yields?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2025-04-14 15:57:56,"Inside ‘An Ethereum Story’: Filming Vitalik Buterin, Crypto’s Most Reluctant Star",CoinDesk,null,https://www.coindesk.com/consensus-toronto-2025-coverage/2025/04/14/inside-an-ethereum-story-filming-vitalik-buterin-crypto-s-most-reluctant-star
2025-04-14 15:17:59,"Nvidia Moves AI Supercomputer Production to U.S., Opening New Avenues for Crypto Miners",CoinDesk,Nvidia chip (Shutterstock),https://www.coindesk.com/tech/2025/04/14/nvidia-moves-ai-supercomputer-production-to-u-s-opening-new-avenues-for-crypto-miners
2025-04-14 15:05:27,Google to Restrict Crypto Ads in EU to MiCA-Licensed Firms,CoinDesk,"Google logo in Sunnyvale, CA (Greg Bulla/Unsplash)",https://www.coindesk.com/policy/2025/04/14/google-to-restrict-crypto-ads-in-eu-to-mica-licensed-firms
2025-04-14 14:28:00,"Bitcoin Mining Profitability Down 7.4% in March as Prices, Transaction Fees Fell: Jefferies",CoinDesk,"Mining, Bitcoin miners, fans (Michal Bednarek/Shutterstock)",https://www.coindesk.com/business/2025/04/14/bitcoin-mining-profitability-down-7-4-in-march-as-prices-transaction-fees-fell-jefferies
2025-04-14 14:00:49,Kraken rolls out ETF and stock access for US crypto traders,Cointelegraph,"Kraken is expanding beyond cryptocurrencies by offering US-listed stocks and exchange-traded funds (ETFs) in a move aimed at appealing to more traditional investors.Kraken, the world’s 13th largest centralized cryptocurrency exchange by volume, announced the launch of 11,000 US-listed stocks and ETFs with commission-free trading in an effort to bring “equities and digital assets together” under one trading platform.As of April 14, US-based users in New Jersey, Connecticut, Wyoming, Oklahoma, Idaho, Iowa, Rhode Island, Kentucky, Alabama and the District of Columbia can access these stocks and ETFs within their Kraken account, the company announced.Kraken expands to stocks and ETFs. Source: KrakenThe exchange plans to continue expanding access to clients in other US states, marking the first part of a “phased national rollout.”Related: Trump’s tariff escalation exposes ‘deeper fractures’ in global financial systemBoth traditional and cryptocurrency investor sentiment took a significant hit after US President Donald Trump’s reciprocal import tariff announcement on April 2.Kraken’s traditional stock offering comes over a week after the S&P 500 posted a $5-trillion loss in market capitalization over two days, marking its largest drop on record, surpassing a $3.3-trillion decline in March 2020 after the first wave of the COVID-19 pandemic.Related: 70% chance of crypto bottoming before June amid trade fears: NansenCrypto is “becoming the backbone for trading”Kraken’s expansion into traditional investment products signals the growing utility of cryptocurrencies and blockchain technology, according to Arjun Sethi, co-CEO of Kraken.“Crypto isn’t just evolving, it’s becoming the backbone for trading across asset classes, such as equities, commodities and currencies. As demand for 24/7 global access grows, clients want a seamless, all-in-one trading experience.” Sethi added that expanding into traditional equities is a “natural step” toward the tokenization of real-world assets and the “borderless” future of trading built on blockchain rails.Kraken also plans to expand its stock trading offering to other large international markets, including the United Kingdom, Europe and Australia.Magazine: Illegal arcade disguised as … a fake Bitcoin mine? Soldier scams in China: Asia Express",https://cointelegraph.com/news/kraken-crypto-exchange-expands-us-stocks-etfs?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2025-04-14 13:40:47,Coinbase’s Lucas Matheson on Why Canada Needs a Blockchain Strategy,CoinDesk,Coinbase’s Lucas Matheson,https://www.coindesk.com/consensus-toronto-2025-coverage/2025/04/14/coinbase-s-lucas-matheson-on-why-canada-needs-a-blockchain-strategy
2025-04-14 13:22:50,"Crypto lending down 43% from 2021 highs, DeFi borrowing surges 959%",Cointelegraph,"The crypto lending market’s size remains significantly down from its $64 billion high, but decentralized finance (DeFi) borrowing has made a more than 900% recovery from bear market lows.Crypto lending enables borrowers to use their crypto holdings as collateral to obtain a crypto or fiat loan, while lenders can loan their holdings to generate interest.The crypto lending market is down over 43%, from its all-time high of $64.4 billion in 2021 to $36.5 billion at the end of the fourth quarter of 2024, according to a Galaxy Digital research report published on April 14.“The decline can be attributed to the decimation of lenders on the supply side and funds, individuals, and corporate entities on the demand side,” according to Zack Pokorny, research associate at Galaxy Digital.Crypto lending key events. Source: Galaxy ResearchThe decline in the crypto lending market started in 2022 when centralized finance (CeFi) lenders Genesis, Celsius Network, BlockFi and Voyager filed for bankruptcy within two years as crypto valuations fell.Their collective downfall led to an estimated 78% collapse in the size of the lending market, with CeFi lending losing 82% of its open borrows, according to the report.While the overall value of the crypto lending market has yet to reach its previous highs, DeFi lending has made a significant recovery according to some metrics.Related: Trump kills DeFi broker rule in major crypto win: Finance RedefinedDeFi borrows grow nearly 10-foldThe crypto lending market found its bottom at $1.8 billion in open borrows during the bear market in the fourth quarter of 2022.However, DeFi open borrows rose to $19.1 billion across 20 lending applications and 12 blockchains by the end of 2024, representing a 959% increase over the eight quarters from the 2022 market bottom.“DeFi borrowing has experienced a stronger recovery than that of CeFi lending,” wrote Galaxy Digital’s research associate, Pokorny, adding:“This can be attributed to the permissionless nature of blockchain-based applications and the survival of lending applications through the bear market chaos that felled major CeFi lenders.”“Unlike the largest CeFi lenders that went bankrupt and no longer operate, the largest lending applications and markets were not all forced to close and continued to function,” he added.Related: Google to enforce MiCA rules for crypto ads in Europe starting April 23Outstanding CeFi borrows are worth a collective $11.2 billion, which is 68% lower compared to the peak $34.8 billion combined book size of the CeFi lenders achieved in 2022.CeFi Lending Market Size by Quarter End. Source: Galaxy ResearchThe three largest CeFi lenders, Tether, Galaxy and Ledn, account for a combined 88.6% of the total CeFi lending market and 27% of the total crypto lending market.Magazine: Memecoin degeneracy is funding groundbreaking anti-aging research",https://cointelegraph.com/news/crypto-lending-down-43-2021-highs-defi-borrowing-recovers-959?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
2025-04-14 13:00:00,"U.S. Crypto Lobbyists Flooding the Zone, But Are There Too Many?",CoinDesk,U.S. crypto lobbyists and advocates in Washington (Jesse Hamilton/CoinDesk),https://www.coindesk.com/news-analysis/2025/04/11/u-s-crypto-lobbyists-flooding-the-zone-but-are-there-too-many
2025-04-14 12:55:46,JPMorgan Adds GBP Support to Its Blockchain Payments Service Kinexys,CoinDesk,JPMorgan building (IKECHUKWU JULIUS UGWU/Unsplash),https://www.coindesk.com/business/2025/04/14/jpmorgan-adds-gbp-support-to-its-blockchain-payments-service-kinexys
2025-04-14 12:39:38,Michael Saylor’s Strategy buys $285M Bitcoin amid market uncertainty,Cointelegraph,"Michael Saylor’s digital asset firm, Strategy, has purchased an additional 3,459 Bitcoin for $285.5 million, signaling continued confidence in Bitcoin even as global markets face trade-related headwinds.Strategy has acquired 3,459 Bitcoin (BTC) for $285.5 million at an average price of $82,618 per BTC. The purchase brings Strategy’s total Bitcoin holdings to 531,644 BTC, acquired for a cumulative $35.92 billion at an average price of $67,556 per coin, achieving an over 11.4% yield since the beginning of 2025, Saylor wrote in an April 14 X post.Source: Michael SaylorThe $285 million purchase marks Strategy’s first Bitcoin investment since March 31 when the company acquired $1.9 billion worth of Bitcoin, Cointelegraph reported.According to data from Saylortracker, the firm is currently sitting on more than $9.1 billion in unrealized profit, representing a 25% gain on its total Bitcoin position as of 12:20 pm UTC.Strategy total Bitcoin holdings. Source: Saylortracker Strategy’s continued accumulation comes despite a broader market pullback and declining appetite for risk assets. The downturn has been largely attributed to uncertainty surrounding global trade policy after US President Donald Trump announced a new round of tariffs.Trump announced a 90-day pause on higher reciprocal tariffs on April 9, reverting the tariffs to the 10% baseline for most countries, except for China, which currently faces a 145% import tariff.Related: New York bill proposes legalizing Bitcoin, crypto for state paymentsThis is a developing story, and further information will be added as it becomes available.",https://cointelegraph.com/news/michael-saylor-strategy-buys-285-m-bitcoin-83k?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound
